objectid,site_name,site_categ,site_type,shape_stat,common_nam,sci_name,taxon_leve,class_name,establish,establish1,data_origi,local_id,reference,origin,origin_met,originator,last_visit,last_vis_1,last_vis_2,next_visit,last_vis_3,last_vis_4,last_vis_5,assoc_visi,assoc_site,assoc_obs,assoc_surv,field_loca,source_geo,comments,gis_acres,gis_miles,fs_unit_id,fs_unit_na,data_sourc,last_updat,site_cn,spatial_id,exempt_fro,shape_area,shape_len,canopy_cover,focal_mean,lf_sclass,EVT_GP_N,elevation,slope,aspect,TRI,TPI,geom
437395,Trap Ck Pac NOGO Nest 2019,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2019-01-01,Year,Forest Service,R05F17D55T11,Activity Center,Natural,Direct,"GRAHAM, BARBARA (Experienced)",2019-07-11,2019-07-11,Exact,NA,Active,Usable,Dependent or Nestling Period,1,0,0,0,0,Point,"Nest located in a White Fir snag, in the open, just below a large mining ditch.",0.078,0.039,0517,Tahoe National Forest,02,2024-05-03,d00ab00d-7e5a-4c0b-9bc3-f07dd04c4e67,d00ab00d-7e5a-4c0b-9bc3-f07dd04c4e67,NA,3.279593028e-8,6.5895614425e-4,76,72.4800033569336,E,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1702,6.063902378082275,278.8152160644531,20.875,9.875,"c(-2082995.72482027, 2088476.61154673)"
437874,NOGO Nest - Little Scotty Creek 182,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2006-05-31,Day,Forest Service,NOGO LSC 182,NA,Natural,Direct,"RICKABAUGH, SKYLAR (Experienced)",2020-07-15,2020-07-15,Day,NA,Inactive,Usable,Reproducing,12,5,4,0,0,Point,"Moved in NRIS to reflect 2015 GPS pt; old location was 27 ft to S/SW 11T 330215 4888673  UTM 

5/4/2015: UTM location using Garmin GPS Etrex62S

Note: Nest originally found as an active nest by S. Rickabaugh on 5/31/2006. The 2006 season was summarie",0.078,0.039,0604,Malheur National Forest,02,2024-02-08,dfdc4802-7048-40d6-85ed-8b1409e7e26b,dfdc4802-7048-40d6-85ed-8b1409e7e26b,NA,3.52841648485e-8,6.91613395746e-4,66,56.959999084472656,B,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1591,6.051957130432129,114.39373779296875,18.375,-6.125,"c(-1826121.47843331, 2572236.81265811)"
439824,Deep Ck PAC NOGO Nest 2021,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2021-07-13,Exact,Forest Service,R05F17D57T24,NA,Natural,Direct,"ENOCHS, EMILY (Experienced), MENDELSOHN, NICK (Limited Experience), WOODWORTH, MAGGIE (Limited Experience), LEVON, BAJAKIAN (Limited Experience)",2021-07-13,2021-07-13,Exact,NA,Active,Usable,Dependent or Nestling Period,1,0,0,1,0,Point,Traversing over from DCG 21 a plucking posted was spotted.  Played caller with no response.  Conducted stand search and found adult sitting on a nest.  White fir with a fork in the tree.Tree aprroximately 90feet with nest at 40 feet up.  DBH around 20.,0.078,0.039,0517,Tahoe National Forest,00,2024-12-10,7b81e426-33a0-4fc5-a7f6-e0bf09fb2398,7b81e426-33a0-4fc5-a7f6-e0bf09fb2398,NA,3.2740154071e-8,6.58215459894e-4,80,74.5999984741211,B,Red Fir Forest and Woodland,2090,23.43726348876953,18.57572364807129,74.625,-14.125,"c(-2049621.60617792, 2065647.55662762)"
439831,Blackhawk 2005 Goshawk nest 5,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2005-01-01,Year,Forest Service,R05F11AD02T15,NA,Natural,Direct,"NARAHASHI, TARO (Experienced)",2024-04-15,2024-04-15,Exact,NA,Active,Usable,Courtship or Site Preparation Period,2,0,0,1,0,Point,NA,0.078,0.039,0511,Plumas National Forest,08,2024-12-16,a3c2c633-7b29-42ed-a137-ff2b1a7dd89c,a3c2c633-7b29-42ed-a137-ff2b1a7dd89c,NA,3.3084390689e-8,6.62779473146e-4,81,73.31999969482422,E,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1109,6.030191421508789,46.72266387939453,18,-9,"c(-2089457.01232961, 2161487.88077449)"
439681,Schneider Creek 2023 Inactive Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2023-06-14,Day,Forest Service,NA,NA,Natural,Direct,"DILLINGHAM, COLIN (Experienced)",2023-06-14,2023-06-14,Exact,NA,Active,Usable,Dependent or Nestling Period,1,1,0,1,0,Point,"Inactive nest. Fresh green material in nest but no goshawk activity (no whitewash, birds present, or feathers).",0.078,0.039,0511,Plumas National Forest,02,2024-02-29,4231D588-41B8-4706-AE83-2A428D8EB618,4231D588-41B8-4706-AE83-2A428D8EB618,NA,3.30514187485e-8,6.62342499565e-4,80,80.68000030517578,E,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1262,11.136014938354492,60.437522888183594,33.75,-5.5,"c(-2099451.27359703, 2156126.62091511)"
439526,"Lavezzola Ranch Pac NOGO Nest 2020, 2022",Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2020-01-01,Year,Forest Service,R05F17D53T16,Activity Center,Natural,Direct,"GRAHAM, BARBARA (Experienced), MITTERMAIER, ERIKA (Experienced)",2022-05-24,2022-05-24,Day,NA,Active,Usable,Dependent or Nestling Period,4,1,0,1,0,Point,Actual nest location taken on last visit to site this year.,0.078,0.039,0517,Tahoe National Forest,02,2024-05-03,6f3917e8-365f-4cb7-9c68-29cbd0e427bd,6f3917e8-365f-4cb7-9c68-29cbd0e427bd,NA,3.29132431325e-8,6.60512287347e-4,83,83,E,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1317,18.736064910888672,98.85430908203125,60.875,1.375,"c(-2082954.34848639, 2117726.38605347)"
439618,Lavezzola/Smith Ck NOGO Nest 2020,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2020-07-15,Day,Forest Service,R05F17D53T??,Activity Center,Natural,Unknown,"MITTERMAIER, ERIKA (Experienced), EPSTEIN, TAYLOR (Limited Experience)",2020-08-07,2020-08-07,Exact,NA,Active,Usable,Semi-Dependent or Fledgling Period,2,1,1,1,0,Point,Nest in fork of D.Fir about 21 in.dbh. Is in drainage between 2 small ridges.,0.078,0.039,0517,Tahoe National Forest,02,2024-05-03,3891a6ac-ba1b-4bf3-9d50-e2acc0e832a1,3891a6ac-ba1b-4bf3-9d50-e2acc0e832a1,NA,3.29246783555e-8,6.60663732299e-4,78,75.5999984741211,E,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1499,22.277027130126953,304.2780456542969,70.875,1.875,"c(-2080728.09430392, 2119959.31322452)"
439364,Northern Goshawk Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2023-07-06,Day,Forest Service,020303T44,Argyle nest A,Natural,Direct,"WHEELER, JAMIE (Experienced), CLARK, TRACY (Experienced)",2023-07-06,2023-07-06,Day,NA,Inactive,Usable,Reproducing,1,0,0,0,0,Point,"This is a smaller nest, maybe the original, but it's still intact.",0.078,0.039,0203,Black Hills National Forest,00,2024-01-17,53BE1E42-DF43-4E8F-814E-CF7752940AD3,53BE1E42-DF43-4E8F-814E-CF7752940AD3,NA,3.49248790785e-8,6.86948469528e-4,62,56.119998931884766,D,"Ponderosa Pine Forest, Woodland and Savanna",1400,3.766726016998291,348.6900634765625,11.25,3.75,"c(-608979.478842222, 2304129.7763458)"
438114,Willow Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2020-07-14,Day,Forest Service,TRD,NA,Natural,Direct,"WARDER, TANNER CALEB (Experienced)",2024-07-03,2024-07-03,Exact,NA,Inactive,Usable,Dependent or Nestling Period,5,0,1,1,0,Point,NA,0.078,0.039,0202,Bighorn National Forest,00,2024-11-04,113B2945-69D6-4635-AFBD-B64A673C6680,113B2945-69D6-4635-AFBD-B64A673C6680,NA,3.55457051335e-8,6.94998263433e-4,65,63.720001220703125,E,Lodgepole Pine Forest and Woodland,2387,5.7018513679504395,35.38788604736328,22.5,18.25,"c(-883327.648981831, 2449873.60315837)"
438353,CHALK BLUFF NOGO PAC NEST 2017,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2017-08-10,Exact,Forest Service,R05F17D54T13,Activity Center,Natural,Direct,"CYR, KATIE (Experienced), WILLIAMS, EMILY (Experienced), PIRKL, MACCREA (Experienced)",2018-08-01,2018-08-01,Exact,NA,Active,Usable,Semi-Dependent or Fledgling Period,2,1,0,0,0,Point,"PAC visit began at 1019 at 1025. 2 juvenile wail calls were heard from (722965, 4334331). At 1032 a nest tree was located at (722909, 4334359). Nest was 3/4ths the way up a 30m tall sugar pine on the eastern side of the tree. Due to the amount of wash an",0.078,0.039,0517,Tahoe National Forest,02,2024-05-03,906d1192-4b18-4d68-a8f8-ef12b957968d,906d1192-4b18-4d68-a8f8-ef12b957968d,NA,3.2685178075e-8,6.57485711457e-4,71,72.08000183105469,E,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1673,11.649650573730469,130.80435180664063,33.625,-3.875,"c(-2068698.88392157, 2056744.46971087)"
439215,NOGO Nest - Whitewater Spgs West 230,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2002-06-14,Day,Forest Service,NOGO WSW 230,NA,Natural,Direct,"RICKABAUGH, SKYLAR (Experienced)",2024-06-13,2024-06-13,Day,NA,Not Found,Usable,Reproducing,1,1,0,0,0,Point,"Location information from Skylar Rickabaugh's updated lat/long spreadsheet, 2010.",0.078,0.039,0604,Malheur National Forest,00,2025-01-28,c269bc03-a4b1-4206-a029-cfa1fdc27cab,c269bc03-a4b1-4206-a029-cfa1fdc27cab,NA,3.527853972e-8,6.91540360849e-4,55,57.68000030517578,E,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1586,7.324024677276611,321.02752685546875,21.375,-4.875,"c(-1802751.52070219, 2565365.41675147)"
438537,Deep Ck Pac NOGO Nest 2020,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2020-07-06,Exact,Forest Service,R05F17D57T24,NA,Natural,Direct,"ENOCHS, EMILY (Experienced), DENNING, KELSEY (Experienced)",2021-06-07,2021-06-07,Exact,NA,Inactive,Usable,Dependent or Nestling Period,3,1,0,1,0,Point,NA,0.078,0.039,0517,Tahoe National Forest,00,2024-12-10,2b2147e1-49e4-4b88-902b-f0a30b042c6a,2b2147e1-49e4-4b88-902b-f0a30b042c6a,NA,3.274066305e-8,6.58222237591e-4,73,73.36000061035156,E,Red Fir Forest and Woodland,2122,24.81395721435547,19.57895278930664,81,-13.75,"c(-2049696.31975413, 2065805.51991043)"
438207,ARC NOGO Nest 2017,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2017-06-27,Exact,Forest Service,R05F17D54T22,NA,Natural,Direct,"SCHULTZ, EMILY (Experienced), PERKINS, CLINT J (Experienced)",2018-08-21,2018-08-21,Exact,NA,Active,Usable,Semi-Dependent or Fledgling Period,3,1,0,1,0,Point,"15 (NOGO nest located between points 15 and 16. Adults present. Nestling in nest. Whitewash. Goshawk found before the survey at point 16 was initiated. Nest utms (728733, 4334613))",0.078,0.039,0517,Tahoe National Forest,02,2024-05-03,eab46c18-afc6-4cd8-b286-a0d0c883ac7d,eab46c18-afc6-4cd8-b286-a0d0c883ac7d,NA,3.268553992e-8,6.57490772638e-4,84,73.12000274658203,B,Douglas-fir-Grand Fir-White Fir Forest and Woodland,2073,17.912906646728516,168.88522338867188,56.875,13.375,"c(-2063093.44300608, 2055363.5994464)"
438281,Big Chief Pac NOGO Nest 2015,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2015-06-22,Exact,Forest Service,R05F17D57T26,Activity Center,Natural,Direct,"CLARK, DWIGHT (Limited Experience), KNABB, MICAH (Limited Experience), MARQUEZ, MAX (Limited Experience)",2020-07-07,2020-07-07,Exact,NA,Active,Usable,Semi-Dependent or Fledgling Period,9,1,0,1,3,Point,"Nest in live Red Fir, 46 feet high in 128 foot tree, 41 DBH",0.078,0.039,0517,Tahoe National Forest,02,2024-05-03,be9ca882-9389-477b-aa11-a4100d10c4c7,be9ca882-9389-477b-aa11-a4100d10c4c7,NA,3.273827267e-8,6.58190631333e-4,60,55.720001220703125,C,Lodgepole Pine Forest and Woodland,2149,3.4054136276245117,238.1092071533203,16.5,-16.5,"c(-2045600.93184061, 2064136.56797492)"
438361,NOGO Nest - Old Growth 245,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2022-05-11,Day,Forest Service,BMRD NOGO Nest,NOGO Nest OG 245,Natural,Direct,"HENNING, JENNY (Experienced)",2022-05-11,2022-05-11,Day,NA,Unknown,Usable,Reproducing,1,1,0,0,0,Point,NA,0.078,0.039,0604,Malheur National Forest,00,2025-01-28,30C2FA53-F5F1-455D-A95D-A2151E3F1857,30C2FA53-F5F1-455D-A95D-A2151E3F1857,NA,3.53437250415e-8,6.92385110625e-4,53,55.7599983215332,C,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1506,4.207067489624023,268.6881103515625,12.5,2,"c(-1815934.93819902, 2581292.44005223)"
438887,Woodchoppers Spring Pac NOGO Nest 1998,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1998-07-17,Day,Forest Service,R05F17D57T14,NA,Natural,Direct,"CREW, MARKING (Experienced)",2020-08-21,2020-08-21,Exact,1998-07-19,Inactive,Usable,Semi-Dependent or Fledgling Period,8,1,0,1,50,Point,"1998-Female, 2 fledglings. 99-female, 2 fledglings. 2000-1 fledgling. DXDS_CN: 5167 CMN_SITE_CN_LINK: FNA_FTR39.4124120.153020042004837276",0.078,0.039,0517,Tahoe National Forest,00,2024-05-03,1d4c5c14-7318-4a30-ab9a-2782d131e7b5,1d4c5c14-7318-4a30-ab9a-2782d131e7b5,NA,3.28150292005e-8,6.5920955469e-4,53,52.52000045776367,B,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1853,2.770702838897705,86.00908660888672,9.25,5,"c(-2038604.87129868, 2081600.92699645)"
439055,SCOTT HILL NOGO PAC NEST 2019,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2019-06-17,Day,Non-Forest Service,R05F17D54T25,Activity Center,Natural,Unknown,"WARNER, STEVEN (Experienced), HOVANEC, COLE (Experienced)",2019-06-17,2019-06-17,Exact,NA,Active,Usable,Dependent or Nestling Period,1,1,1,1,0,Point,"At 0959 a goshawk call was heard 60 degrees NE at <100m.  1005 visual of low fly-by alarm call continued until 1014.  Repeated alarm calls and fly-bys.  Nest located with whitewash 39.25594, -120.67377.",0.078,0.039,0517,Tahoe National Forest,00,2024-05-03,1dc18eba-91de-4af0-9ec6-1fd1ecd00f79,1dc18eba-91de-4af0-9ec6-1fd1ecd00f79,NA,3.2742898836e-8,6.58252126599e-4,82,82.76000213623047,E,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1441,13.752260208129883,129.7887420654297,43.75,-33.25,"c(-2085986.54317709, 2075922.92036315)"
437976,Third Divide East Pac NOGO Nest 2019,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2019-01-01,Year,Forest Service,R05F17D53T13,Activity Center,Natural,Direct,"HOYLE, LAUREN (Experienced)",2019-07-24,2019-07-24,Exact,NA,Active,Usable,Semi-Dependent or Fledgling Period,1,0,0,0,0,Point,NA,0.078,0.039,0517,Tahoe National Forest,02,2024-05-03,0af91a96-5653-475c-a15e-d1948d19bd89,0af91a96-5653-475c-a15e-d1948d19bd89,NA,3.29109350515e-8,6.60481241364e-4,82,81.279998779296875,B,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1282,16.79412078857422,275.6575622558594,50.625,-12.125,"c(-2082493.78261361, 2117017.23393552)"
438629,Indian Ck NOGO Nest 2016,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2016-01-01,Year,Forest Service,R05F17D53T36,Activity Center,Natural,Unknown,"OLIN, OLIVIA (Experienced), RINEHART, NICOLE (Limited Experience)",2022-08-09,2022-08-09,Day,NA,Inactive,Usable,Semi-Dependent or Fledgling Period,7,1,0,0,0,Point,NA,0.078,0.039,0517,Tahoe National Forest,02,2024-05-03,441e7ecf-bda6-48a7-91fd-b33896a00fc4,441e7ecf-bda6-48a7-91fd-b33896a00fc4,NA,3.28573679645e-8,6.59771063557e-4,82,80,B,Douglas-fir-Grand Fir-White Fir Forest and Woodland,932,5.032020568847656,198.20391845703125,24,-23.75,"c(-2105647.81340001, 2109902.6914464)"
438981,MIRANDA NOGO PAC NEST 2018,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2018-07-10,Day,Forest Service,R05F17D54T24,Activity Center,Natural,Direct,"BRIDGMAN, ROY (Experienced), WALDEN, KAREN (Experienced)",2019-07-19,2019-07-19,Exact,NA,Active,Usable,Semi-Dependent or Fledgling Period,4,1,2,1,0,Point,"Nest approx 50-60 ft high  in broken top ~85ft tall, 22 in DBH white fir w/ 2 dominant bayonets--nest in wide base (Center of tree w slight SE aspect). On 7/10/18 ARC actively  masticating lower slopes near road except 1/4 miile from nest for LOP",0.078,0.039,0517,Tahoe National Forest,02,2024-05-03,266734d9-bd3c-42e2-a403-b85c848e9386,266734d9-bd3c-42e2-a403-b85c848e9386,NA,3.2681989224e-8,6.57443554775e-4,69,57.959999084472656,B,Red Fir Forest and Woodland,2012,15.67930793762207,131.7572479248047,48.125,-5.625,"c(-2064477.7912246, 2054830.17833733)"
439175,Chickenhawk NOGO Nest 2021,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2021-01-01,Year,Forest Service,NA,NA,Natural,Direct,"BRIDGMAN, ROY (Experienced)",2021-07-14,2021-07-14,Exact,NA,Active,Usable,Reproducing,1,0,0,0,0,Point,NA,0.078,0.039,0517,Tahoe National Forest,00,2024-05-03,8ee66e5b-c10d-483a-afb5-9c6d65301382,8ee66e5b-c10d-483a-afb5-9c6d65301382,NA,3.26467578985e-8,6.5697532742e-4,80,79.04000091552734,E,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1054,14.083352088928223,315,44.25,12.5,"c(-2099589.40022152, 2055137.12193689)"
439026,Hutchins Camp 2016 2018 NOGO Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2016-07-21,Exact,Forest Service,R05F11AD02T55,Activity Center,Natural,Direct,"WEST, MATTHEW (Experienced), HARRIS, EMMA (Limited Experience)",2018-07-24,2018-07-24,Exact,NA,Active,Usable,Semi-Dependent or Fledgling Period,3,1,3,1,0,Point,"Nest in a Red Fir approx. 18 inches dbh, NE aspect of the tree, approx. 30 ft up against the bole.",0.078,0.039,0511,Plumas National Forest,02,2021-02-23,48e819bb-6f21-4afe-a243-fbb19f37f4ae,48e819bb-6f21-4afe-a243-fbb19f37f4ae,NA,3.3046010911e-8,6.62271333935e-4,78,54.47999954223633,UE,Introduced Annual and Biennial Forbland,1618,4.367773056030273,204.30455017089844,13.5,-3.25,"c(-2110557.11540482, 2157833.72993731)"
439030,DUTCH LOOP NOGO NEST 8,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2019-01-01,Year,Forest Service,R05F09D54T05 - Dutch Loop NOGO,NA,Natural,Direct,"RECHTIN, JULIE (Experienced), BRETH, STEVE (Experienced), HALEY, LORRIE (Experienced), BISHOP, NOAH (Limited Experience), BREEDVALD, KOEN (Experienced)",2019-07-09,2019-07-09,Day,NA,Active,Usable,Reproducing,3,1,0,0,10,Point,"Fir snag; nest in clumpy branches fairly high in tree.  Nest pre-existing, probably old RTHA nest, Tree located within burnt-black part of Cove Fire, but close to trees that were scorched a bit but likely will survive, and across 40N17 road from underbur",0.078,0.039,0509,Modoc National Forest,03,2024-04-12,c83b7645-33bb-4f6b-ba5d-b52d7d91e931,c83b7645-33bb-4f6b-ba5d-b52d7d91e931,NA,3.37303367375e-8,6.71309226865e-4,35,32.439998626708984,A,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1528,6.824675559997559,39.289405822753906,20,2,"c(-2056497.56043281, 2304658.76210163)"
438187,FULDA CREEK NOGO PAC NEST 2018,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2018-06-06,Exact,Forest Service,R05F17D55T20,Activity Center,Natural,Direct,"BRIDGMAN, ROY (Experienced), WATSON-WYNN, PRISCILLA (Experienced), CARREY, TODD (Experienced)",2018-06-06,2018-06-06,Exact,NA,Active,Usable,Dependent or Nestling Period,1,1,0,1,0,Point,NA,0.078,0.039,0517,Tahoe National Forest,02,2024-05-03,84a96a81-b01d-49ff-9a65-6a5f228b9184,84a96a81-b01d-49ff-9a65-6a5f228b9184,NA,3.27535362665e-8,6.58393231267e-4,77,75.36000061035156,E,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1519,7.932572364807129,344.3399658203125,24.375,-8.875,"c(-2085798.7236389, 2078551.32382766)"
438870,Blackhawk 1998 Goshawk nest 4,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1998-06-08,Day,Forest Service,R05F11AD02T15,NA,Natural,Direct,"COULTER, C. (Unknown), ODNERT, ADAM (Unknown), ARIETA, DIANE (Unknown)",2024-03-22,2024-03-22,Exact,NA,Active,Usable,Courtship or Site Preparation Period,3,1,2,1,0,Point,Source: Legacy Data. Point placed at centroid of legal description. DXDS_CN: 12766 CMN_SITE_CN_LINK: NEST_SITE_D02T15_699,0.078,0.039,0511,Plumas National Forest,08,2024-12-16,cd1575a8-253e-4921-8692-2688da4b9589,cd1575a8-253e-4921-8692-2688da4b9589,NA,3.30848769915e-8,6.62786036718e-4,61,71.55999755859375,C,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1093,3.99330735206604,27.80145835876465,17.75,-15,"c(-2089237.83649529, 2161548.61556125)"
436320,Cabin Ck Pac NOGO Nest 2002,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2002-07-31,Exact,Forest Service,R05F17D57T16,Activity Center,Natural,Direct,"ADAMS, KENTON (Experienced)",2020-07-19,2020-07-19,Exact,NA,Inactive,Usable,Semi-Dependent or Fledgling Period,6,1,0,0,50,Point,"2002-Adult and juvenile feathers at nest, possible fledgling seen. 2013-Nest no longer exists.",0.078,0.039,0517,Tahoe National Forest,00,2024-05-03,219f37f2-7199-4595-95fb-a9a0a0aa0c02,219f37f2-7199-4595-95fb-a9a0a0aa0c02,NA,3.2750178327e-8,6.58348644831e-4,62,55.880001068115234,B,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1942,7.1803460121154785,100.00798034667969,21.625,-1.625,"c(-2047552.21213118, 2067645.92935222)"
436394,NOGO Nest - Pole Creek 190,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2022-05-16,Day,Forest Service,BMRD NOGO Nest,NOGO POL 190,Natural,Direct,"HENNING, JENNY (Experienced)",2023-06-05,2023-06-05,Exact,NA,Inactive,Usable,Reproducing,2,1,1,0,0,Point,NOGO observed in nest,0.078,0.039,0604,Malheur National Forest,00,2025-01-28,76D84DC3-558A-4F23-A9BE-A119AE7ED4FB,76D84DC3-558A-4F23-A9BE-A119AE7ED4FB,NA,3.5294644192e-8,6.91749339542e-4,72,58.720001220703125,E,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1570,7.317802906036377,23.9879207611084,21.375,1.875,"c(-1803763.68790921, 2568762.85345013)"
436329,Pierce Meadow Pac NOGO Nest 2014,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2014-09-29,Exact,Forest Service,R05F17D55T32,Activity Center,Natural,Direct,"GRAHAM, BARBARA (Experienced), COOK, TALON (Experienced), RUSSELL, DREW (Experienced)",2018-08-14,2018-08-14,Exact,NA,Active,Usable,Semi-Dependent or Fledgling Period,2,0,0,0,10,Point,"2014-New nest found in a 60 foot Incense Cedar, DBH 32"", 25 feet from road. Probably 2 fledged.",0.078,0.039,0517,Tahoe National Forest,20,2024-05-03,2f94d2f0-2251-42bf-9afe-7d5c51128813,2f94d2f0-2251-42bf-9afe-7d5c51128813,NA,3.27843983145e-8,6.5880266975e-4,65,65.4000015258789,B,Western Riparian Woodland and Shrubland,1578,0.28768494725227356,63.4349479675293,2.625,-1.875,"c(-2076904.16863201, 2083953.37401924)"
436506,NOGO Nest - Jack Creek 161,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2005-01-01,Year,Forest Service,NOGO JAC 161,NA,Natural,Direct,"RICKABAUGH, SKYLAR (Experienced)",2020-07-02,2020-07-02,Exact,NA,Inactive,Usable,Reproducing,9,1,2,0,0,Point,"NEST INFO [2010]
Height (m): 15
Compass Direction (deg): 164
Nest Type: Platform - Bulky Stick
Dist to Trunk (cm): 50
Composition: Not recorded

NEST PLANT INFO
Species: PIPO
Height (m): 38
DBH (cm): 90
Canopy Closure (%): Not recorded
Tree C",0.078,0.039,0604,Malheur National Forest,02,2024-02-08,33c4fe8f-3075-4e81-959e-95487a745a42,33c4fe8f-3075-4e81-959e-95487a745a42,NA,3.52967172445e-8,6.91776315224e-4,52,48.68000030517578,C,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1621,6.933837890625,15.255118370056152,20.5,-6.75,"c(-1831153.20504714, 2575931.4549638)"
